,technique_id,x_mitre_is_subtechnique,technique,tactic,platform,data_source,data_component
929,T1550.001,True,Application Access Token,"['defense-evasion', 'lateral-movement']","['Office 365', 'SaaS', 'Google Workspace']",Web Credential,Web Credential Usage
930,T1550.001,True,Application Access Token,"['defense-evasion', 'lateral-movement']","['Office 365', 'SaaS', 'Google Workspace']",Application Log,Application Log Content
931,T1550.003,True,Pass the Ticket,"['defense-evasion', 'lateral-movement']",['Windows'],User Account,User Account Authentication
932,T1550.003,True,Pass the Ticket,"['defense-evasion', 'lateral-movement']",['Windows'],Logon Session,Logon Session Creation
933,T1550.003,True,Pass the Ticket,"['defense-evasion', 'lateral-movement']",['Windows'],Active Directory,Active Directory Credential Request
934,T1550.002,True,Pass the Hash,"['defense-evasion', 'lateral-movement']",['Windows'],User Account,User Account Authentication
935,T1550.002,True,Pass the Hash,"['defense-evasion', 'lateral-movement']",['Windows'],Logon Session,Logon Session Creation
936,T1550.002,True,Pass the Hash,"['defense-evasion', 'lateral-movement']",['Windows'],Active Directory,Active Directory Credential Request
937,T1550,False,Use Alternate Authentication Material,"['defense-evasion', 'lateral-movement']","['Windows', 'Office 365', 'SaaS', 'Google Workspace', 'IaaS']",Logon Session,Logon Session Creation
938,T1550,False,Use Alternate Authentication Material,"['defense-evasion', 'lateral-movement']","['Windows', 'Office 365', 'SaaS', 'Google Workspace', 'IaaS']",Web Credential,Web Credential Usage
939,T1550,False,Use Alternate Authentication Material,"['defense-evasion', 'lateral-movement']","['Windows', 'Office 365', 'SaaS', 'Google Workspace', 'IaaS']",Application Log,Application Log Content
940,T1550,False,Use Alternate Authentication Material,"['defense-evasion', 'lateral-movement']","['Windows', 'Office 365', 'SaaS', 'Google Workspace', 'IaaS']",User Account,User Account Authentication
941,T1550,False,Use Alternate Authentication Material,"['defense-evasion', 'lateral-movement']","['Windows', 'Office 365', 'SaaS', 'Google Workspace', 'IaaS']",Active Directory,Active Directory Credential Request
942,T1548.004,True,Elevated Execution with Prompt,"['privilege-escalation', 'defense-evasion']",['macOS'],Process,OS API Execution
943,T1548.004,True,Elevated Execution with Prompt,"['privilege-escalation', 'defense-evasion']",['macOS'],Process,Process Creation
944,T1548.003,True,Sudo and Sudo Caching,"['privilege-escalation', 'defense-evasion']","['Linux', 'macOS']",Process,Process Metadata
945,T1548.003,True,Sudo and Sudo Caching,"['privilege-escalation', 'defense-evasion']","['Linux', 'macOS']",Process,Process Creation
946,T1548.003,True,Sudo and Sudo Caching,"['privilege-escalation', 'defense-evasion']","['Linux', 'macOS']",Command,Command Execution
947,T1548.003,True,Sudo and Sudo Caching,"['privilege-escalation', 'defense-evasion']","['Linux', 'macOS']",File,File Modification
948,T1548.002,True,Bypass User Account Control,"['privilege-escalation', 'defense-evasion']",['Windows'],Process,Process Metadata
949,T1548.002,True,Bypass User Account Control,"['privilege-escalation', 'defense-evasion']",['Windows'],Process,Process Creation
950,T1548.002,True,Bypass User Account Control,"['privilege-escalation', 'defense-evasion']",['Windows'],Windows Registry,Windows Registry Key Modification
951,T1548.002,True,Bypass User Account Control,"['privilege-escalation', 'defense-evasion']",['Windows'],Command,Command Execution
952,T1548.001,True,Setuid and Setgid,"['privilege-escalation', 'defense-evasion']","['Linux', 'macOS']",Command,Command Execution
953,T1548.001,True,Setuid and Setgid,"['privilege-escalation', 'defense-evasion']","['Linux', 'macOS']",File,File Metadata
954,T1548.001,True,Setuid and Setgid,"['privilege-escalation', 'defense-evasion']","['Linux', 'macOS']",File,File Modification
955,T1548,False,Abuse Elevation Control Mechanism,"['privilege-escalation', 'defense-evasion']","['Linux', 'macOS', 'Windows']",Process,Process Metadata
956,T1548,False,Abuse Elevation Control Mechanism,"['privilege-escalation', 'defense-evasion']","['Linux', 'macOS', 'Windows']",Process,Process Creation
957,T1548,False,Abuse Elevation Control Mechanism,"['privilege-escalation', 'defense-evasion']","['Linux', 'macOS', 'Windows']",Windows Registry,Windows Registry Key Modification
958,T1548,False,Abuse Elevation Control Mechanism,"['privilege-escalation', 'defense-evasion']","['Linux', 'macOS', 'Windows']",Command,Command Execution
959,T1548,False,Abuse Elevation Control Mechanism,"['privilege-escalation', 'defense-evasion']","['Linux', 'macOS', 'Windows']",File,File Metadata
960,T1548,False,Abuse Elevation Control Mechanism,"['privilege-escalation', 'defense-evasion']","['Linux', 'macOS', 'Windows']",File,File Modification
961,T1548,False,Abuse Elevation Control Mechanism,"['privilege-escalation', 'defense-evasion']","['Linux', 'macOS', 'Windows']",Process,OS API Execution
962,T1136.003,True,Cloud Account,['persistence'],"['Azure AD', 'Office 365', 'IaaS', 'Google Workspace']",User Account,User Account Creation
963,T1070.002,True,Clear Linux or Mac System Logs,['defense-evasion'],"['Linux', 'macOS']",File,File Deletion
964,T1070.002,True,Clear Linux or Mac System Logs,['defense-evasion'],"['Linux', 'macOS']",File,File Modification
965,T1070.002,True,Clear Linux or Mac System Logs,['defense-evasion'],"['Linux', 'macOS']",Command,Command Execution
966,T1070.001,True,Clear Windows Event Logs,['defense-evasion'],['Windows'],Process,OS API Execution
967,T1070.001,True,Clear Windows Event Logs,['defense-evasion'],['Windows'],Command,Command Execution
968,T1136.002,True,Domain Account,['persistence'],"['Windows', 'macOS', 'Linux']",User Account,User Account Creation
969,T1136.002,True,Domain Account,['persistence'],"['Windows', 'macOS', 'Linux']",Process,Process Creation
970,T1136.002,True,Domain Account,['persistence'],"['Windows', 'macOS', 'Linux']",Command,Command Execution
971,T1136.001,True,Local Account,['persistence'],"['Linux', 'macOS', 'Windows']",User Account,User Account Creation
972,T1136.001,True,Local Account,['persistence'],"['Linux', 'macOS', 'Windows']",Process,Process Creation
973,T1136.001,True,Local Account,['persistence'],"['Linux', 'macOS', 'Windows']",Command,Command Execution
974,T1547.011,True,Plist Modification,"['persistence', 'privilege-escalation']",['macOS'],Service,Service Creation
975,T1547.011,True,Plist Modification,"['persistence', 'privilege-escalation']",['macOS'],Command,Command Execution
976,T1547.011,True,Plist Modification,"['persistence', 'privilege-escalation']",['macOS'],File,File Modification
977,T1547.011,True,Plist Modification,"['persistence', 'privilege-escalation']",['macOS'],Process,Process Creation
978,T1547.010,True,Port Monitors,"['persistence', 'privilege-escalation']",['Windows'],File,File Creation
979,T1547.010,True,Port Monitors,"['persistence', 'privilege-escalation']",['Windows'],Process,OS API Execution
980,T1547.010,True,Port Monitors,"['persistence', 'privilege-escalation']",['Windows'],Module,Module Load
981,T1547.010,True,Port Monitors,"['persistence', 'privilege-escalation']",['Windows'],Windows Registry,Windows Registry Key Modification
982,T1547.009,True,Shortcut Modification,"['persistence', 'privilege-escalation']",['Windows'],File,File Creation
983,T1547.009,True,Shortcut Modification,"['persistence', 'privilege-escalation']",['Windows'],File,File Modification
984,T1547.009,True,Shortcut Modification,"['persistence', 'privilege-escalation']",['Windows'],Process,Process Creation
985,T1547.008,True,LSASS Driver,"['persistence', 'privilege-escalation']",['Windows'],Module,Module Load
986,T1547.008,True,LSASS Driver,"['persistence', 'privilege-escalation']",['Windows'],Driver,Driver Load
987,T1547.008,True,LSASS Driver,"['persistence', 'privilege-escalation']",['Windows'],File,File Modification
988,T1547.008,True,LSASS Driver,"['persistence', 'privilege-escalation']",['Windows'],File,File Creation
989,T1547.007,True,Re-opened Applications,"['persistence', 'privilege-escalation']",['macOS'],File,File Modification
990,T1547.007,True,Re-opened Applications,"['persistence', 'privilege-escalation']",['macOS'],Command,Command Execution
991,T1547.006,True,Kernel Modules and Extensions,"['persistence', 'privilege-escalation']","['macOS', 'Linux']",File,File Modification
992,T1547.006,True,Kernel Modules and Extensions,"['persistence', 'privilege-escalation']","['macOS', 'Linux']",Command,Command Execution
993,T1547.006,True,Kernel Modules and Extensions,"['persistence', 'privilege-escalation']","['macOS', 'Linux']",File,File Creation
994,T1547.006,True,Kernel Modules and Extensions,"['persistence', 'privilege-escalation']","['macOS', 'Linux']",Kernel,Kernel Module Load
995,T1547.005,True,Security Support Provider,"['persistence', 'privilege-escalation']",['Windows'],Windows Registry,Windows Registry Key Modification
996,T1547.005,True,Security Support Provider,"['persistence', 'privilege-escalation']",['Windows'],Module,Module Load
997,T1547.005,True,Security Support Provider,"['persistence', 'privilege-escalation']",['Windows'],Command,Command Execution
998,T1547.004,True,Winlogon Helper DLL,"['persistence', 'privilege-escalation']",['Windows'],Windows Registry,Windows Registry Key Modification
999,T1547.004,True,Winlogon Helper DLL,"['persistence', 'privilege-escalation']",['Windows'],Module,Module Load
1000,T1547.004,True,Winlogon Helper DLL,"['persistence', 'privilege-escalation']",['Windows'],Command,Command Execution
1001,T1547.003,True,Time Providers,"['persistence', 'privilege-escalation']",['Windows'],Windows Registry,Windows Registry Key Modification
1002,T1547.003,True,Time Providers,"['persistence', 'privilege-escalation']",['Windows'],Module,Module Load
1003,T1547.003,True,Time Providers,"['persistence', 'privilege-escalation']",['Windows'],Command,Command Execution
1004,T1547.003,True,Time Providers,"['persistence', 'privilege-escalation']",['Windows'],Process,Process Creation
1005,T1546.014,True,Emond,"['privilege-escalation', 'persistence']",['macOS'],Process,Process Creation
1006,T1546.014,True,Emond,"['privilege-escalation', 'persistence']",['macOS'],Command,Command Execution
1007,T1546.014,True,Emond,"['privilege-escalation', 'persistence']",['macOS'],File,File Modification
1008,T1546.014,True,Emond,"['privilege-escalation', 'persistence']",['macOS'],File,File Creation
1009,T1546.013,True,PowerShell Profile,"['privilege-escalation', 'persistence']",['Windows'],Process,Process Creation
1010,T1546.013,True,PowerShell Profile,"['privilege-escalation', 'persistence']",['Windows'],Command,Command Execution
1011,T1546.013,True,PowerShell Profile,"['privilege-escalation', 'persistence']",['Windows'],File,File Modification
1012,T1546.013,True,PowerShell Profile,"['privilege-escalation', 'persistence']",['Windows'],File,File Creation
1013,T1546.012,True,Image File Execution Options Injection,"['privilege-escalation', 'persistence']",['Windows'],Process,Process Creation
1014,T1546.012,True,Image File Execution Options Injection,"['privilege-escalation', 'persistence']",['Windows'],Windows Registry,Windows Registry Key Modification
1015,T1546.012,True,Image File Execution Options Injection,"['privilege-escalation', 'persistence']",['Windows'],Command,Command Execution
1016,T1218.008,True,Odbcconf,['defense-evasion'],['Windows'],Process,Process Creation
1017,T1218.008,True,Odbcconf,['defense-evasion'],['Windows'],Module,Module Load
1018,T1218.008,True,Odbcconf,['defense-evasion'],['Windows'],Command,Command Execution
1019,T1546.011,True,Application Shimming,"['privilege-escalation', 'persistence']",['Windows'],Process,Process Creation
1020,T1546.011,True,Application Shimming,"['privilege-escalation', 'persistence']",['Windows'],Windows Registry,Windows Registry Key Modification
1021,T1546.011,True,Application Shimming,"['privilege-escalation', 'persistence']",['Windows'],Command,Command Execution
1022,T1546.011,True,Application Shimming,"['privilege-escalation', 'persistence']",['Windows'],Module,Module Load
1023,T1546.011,True,Application Shimming,"['privilege-escalation', 'persistence']",['Windows'],File,File Modification
1024,T1547.002,True,Authentication Package,"['persistence', 'privilege-escalation']",['Windows'],Windows Registry,Windows Registry Key Modification
1025,T1547.002,True,Authentication Package,"['persistence', 'privilege-escalation']",['Windows'],Module,Module Load
1026,T1547.002,True,Authentication Package,"['persistence', 'privilege-escalation']",['Windows'],Command,Command Execution
1027,T1546.010,True,AppInit DLLs,"['privilege-escalation', 'persistence']",['Windows'],Process,Process Creation
1028,T1546.010,True,AppInit DLLs,"['privilege-escalation', 'persistence']",['Windows'],Windows Registry,Windows Registry Key Modification
1029,T1546.010,True,AppInit DLLs,"['privilege-escalation', 'persistence']",['Windows'],Command,Command Execution
1030,T1546.010,True,AppInit DLLs,"['privilege-escalation', 'persistence']",['Windows'],Module,Module Load
1031,T1546.009,True,AppCert DLLs,"['privilege-escalation', 'persistence']",['Windows'],Process,Process Creation
1032,T1546.009,True,AppCert DLLs,"['privilege-escalation', 'persistence']",['Windows'],Windows Registry,Windows Registry Key Modification
1033,T1546.009,True,AppCert DLLs,"['privilege-escalation', 'persistence']",['Windows'],Command,Command Execution
1034,T1546.009,True,AppCert DLLs,"['privilege-escalation', 'persistence']",['Windows'],Module,Module Load
1035,T1218.007,True,Msiexec,['defense-evasion'],['Windows'],Process,Process Creation
1036,T1218.007,True,Msiexec,['defense-evasion'],['Windows'],Module,Module Load
1037,T1218.007,True,Msiexec,['defense-evasion'],['Windows'],Command,Command Execution
1038,T1218.007,True,Msiexec,['defense-evasion'],['Windows'],Network Traffic,Network Connection Creation
1039,T1546.008,True,Accessibility Features,"['privilege-escalation', 'persistence']",['Windows'],Process,Process Creation
1040,T1546.008,True,Accessibility Features,"['privilege-escalation', 'persistence']",['Windows'],Windows Registry,Windows Registry Key Modification
1041,T1546.008,True,Accessibility Features,"['privilege-escalation', 'persistence']",['Windows'],Command,Command Execution
1042,T1546.008,True,Accessibility Features,"['privilege-escalation', 'persistence']",['Windows'],File,File Creation
1043,T1546.008,True,Accessibility Features,"['privilege-escalation', 'persistence']",['Windows'],File,File Modification
1044,T1546.007,True,Netsh Helper DLL,"['privilege-escalation', 'persistence']",['Windows'],Process,Process Creation
1045,T1546.007,True,Netsh Helper DLL,"['privilege-escalation', 'persistence']",['Windows'],Windows Registry,Windows Registry Key Modification
1046,T1546.007,True,Netsh Helper DLL,"['privilege-escalation', 'persistence']",['Windows'],Command,Command Execution
1047,T1546.007,True,Netsh Helper DLL,"['privilege-escalation', 'persistence']",['Windows'],Module,Module Load
1048,T1546.006,True,LC_LOAD_DYLIB Addition,"['privilege-escalation', 'persistence']",['macOS'],Process,Process Creation
1049,T1546.006,True,LC_LOAD_DYLIB Addition,"['privilege-escalation', 'persistence']",['macOS'],Command,Command Execution
1050,T1546.006,True,LC_LOAD_DYLIB Addition,"['privilege-escalation', 'persistence']",['macOS'],File,File Metadata
1051,T1546.006,True,LC_LOAD_DYLIB Addition,"['privilege-escalation', 'persistence']",['macOS'],File,File Modification
1052,T1546.006,True,LC_LOAD_DYLIB Addition,"['privilege-escalation', 'persistence']",['macOS'],Module,Module Load
1053,T1546.005,True,Trap,"['privilege-escalation', 'persistence']","['macOS', 'Linux']",Process,Process Creation
1054,T1546.005,True,Trap,"['privilege-escalation', 'persistence']","['macOS', 'Linux']",Command,Command Execution
1055,T1546.005,True,Trap,"['privilege-escalation', 'persistence']","['macOS', 'Linux']",File,File Creation
1056,T1546.005,True,Trap,"['privilege-escalation', 'persistence']","['macOS', 'Linux']",File,File Modification
1057,T1546.004,True,Unix Shell Configuration Modification,"['privilege-escalation', 'persistence']","['Linux', 'macOS']",Process,Process Creation
1058,T1546.004,True,Unix Shell Configuration Modification,"['privilege-escalation', 'persistence']","['Linux', 'macOS']",Command,Command Execution
1059,T1546.004,True,Unix Shell Configuration Modification,"['privilege-escalation', 'persistence']","['Linux', 'macOS']",File,File Creation
1060,T1546.004,True,Unix Shell Configuration Modification,"['privilege-escalation', 'persistence']","['Linux', 'macOS']",File,File Modification
1061,T1546.003,True,Windows Management Instrumentation Event Subscription,"['privilege-escalation', 'persistence']",['Windows'],Command,Command Execution
1062,T1546.003,True,Windows Management Instrumentation Event Subscription,"['privilege-escalation', 'persistence']",['Windows'],Process,Process Creation
1063,T1546.003,True,Windows Management Instrumentation Event Subscription,"['privilege-escalation', 'persistence']",['Windows'],WMI,WMI Creation
1064,T1546.002,True,Screensaver,"['privilege-escalation', 'persistence']",['Windows'],Process,Process Creation
1065,T1546.002,True,Screensaver,"['privilege-escalation', 'persistence']",['Windows'],Windows Registry,Windows Registry Key Modification
1066,T1546.002,True,Screensaver,"['privilege-escalation', 'persistence']",['Windows'],Command,Command Execution
1067,T1546.002,True,Screensaver,"['privilege-escalation', 'persistence']",['Windows'],File,File Creation
1068,T1546.002,True,Screensaver,"['privilege-escalation', 'persistence']",['Windows'],File,File Modification
1069,T1546.001,True,Change Default File Association,"['privilege-escalation', 'persistence']",['Windows'],Process,Process Creation
1070,T1546.001,True,Change Default File Association,"['privilege-escalation', 'persistence']",['Windows'],Windows Registry,Windows Registry Key Modification
1071,T1546.001,True,Change Default File Association,"['privilege-escalation', 'persistence']",['Windows'],Command,Command Execution
1072,T1547.001,True,Registry Run Keys / Startup Folder,"['persistence', 'privilege-escalation']",['Windows'],Windows Registry,Windows Registry Key Creation
1073,T1547.001,True,Registry Run Keys / Startup Folder,"['persistence', 'privilege-escalation']",['Windows'],Windows Registry,Windows Registry Key Modification
1074,T1547.001,True,Registry Run Keys / Startup Folder,"['persistence', 'privilege-escalation']",['Windows'],File,File Modification
1075,T1547.001,True,Registry Run Keys / Startup Folder,"['persistence', 'privilege-escalation']",['Windows'],Command,Command Execution
1076,T1547.001,True,Registry Run Keys / Startup Folder,"['persistence', 'privilege-escalation']",['Windows'],Process,Process Creation
1077,T1218.002,True,Control Panel,['defense-evasion'],['Windows'],Process,Process Creation
1078,T1218.002,True,Control Panel,['defense-evasion'],['Windows'],File,File Creation
1079,T1218.002,True,Control Panel,['defense-evasion'],['Windows'],Module,Module Load
1080,T1218.002,True,Control Panel,['defense-evasion'],['Windows'],Process,OS API Execution
1081,T1218.002,True,Control Panel,['defense-evasion'],['Windows'],Command,Command Execution
1082,T1218.002,True,Control Panel,['defense-evasion'],['Windows'],Windows Registry,Windows Registry Key Modification
1083,T1218.010,True,Regsvr32,['defense-evasion'],['Windows'],Process,Process Creation
1084,T1218.010,True,Regsvr32,['defense-evasion'],['Windows'],Module,Module Load
1085,T1218.010,True,Regsvr32,['defense-evasion'],['Windows'],Command,Command Execution
1086,T1218.010,True,Regsvr32,['defense-evasion'],['Windows'],Network Traffic,Network Connection Creation
1087,T1218.009,True,Regsvcs/Regasm,['defense-evasion'],['Windows'],Process,Process Creation
1088,T1218.009,True,Regsvcs/Regasm,['defense-evasion'],['Windows'],Command,Command Execution
1089,T1218.005,True,Mshta,['defense-evasion'],['Windows'],Process,Process Creation
1090,T1218.005,True,Mshta,['defense-evasion'],['Windows'],File,File Creation
1091,T1218.005,True,Mshta,['defense-evasion'],['Windows'],Command,Command Execution
1092,T1218.005,True,Mshta,['defense-evasion'],['Windows'],Network Traffic,Network Connection Creation
1093,T1218.004,True,InstallUtil,['defense-evasion'],['Windows'],Process,Process Creation
1094,T1218.004,True,InstallUtil,['defense-evasion'],['Windows'],Command,Command Execution
1095,T1218.001,True,Compiled HTML File,['defense-evasion'],['Windows'],Process,Process Creation
1096,T1218.001,True,Compiled HTML File,['defense-evasion'],['Windows'],File,File Creation
1097,T1218.001,True,Compiled HTML File,['defense-evasion'],['Windows'],Command,Command Execution
1098,T1218.003,True,CMSTP,['defense-evasion'],['Windows'],Process,Process Creation
1099,T1218.003,True,CMSTP,['defense-evasion'],['Windows'],Command,Command Execution
1100,T1218.003,True,CMSTP,['defense-evasion'],['Windows'],Network Traffic,Network Connection Creation
1101,T1218.011,True,Rundll32,['defense-evasion'],['Windows'],File,File Metadata
1102,T1218.011,True,Rundll32,['defense-evasion'],['Windows'],Process,Process Creation
1103,T1218.011,True,Rundll32,['defense-evasion'],['Windows'],Command,Command Execution
1104,T1218.011,True,Rundll32,['defense-evasion'],['Windows'],Module,Module Load
1105,T1547,False,Boot or Logon Autostart Execution,"['persistence', 'privilege-escalation']","['Linux', 'macOS', 'Windows']",File,File Creation
1106,T1547,False,Boot or Logon Autostart Execution,"['persistence', 'privilege-escalation']","['Linux', 'macOS', 'Windows']",Windows Registry,Windows Registry Key Creation
1107,T1547,False,Boot or Logon Autostart Execution,"['persistence', 'privilege-escalation']","['Linux', 'macOS', 'Windows']",Windows Registry,Windows Registry Key Modification
1108,T1547,False,Boot or Logon Autostart Execution,"['persistence', 'privilege-escalation']","['Linux', 'macOS', 'Windows']",File,File Modification
1109,T1547,False,Boot or Logon Autostart Execution,"['persistence', 'privilege-escalation']","['Linux', 'macOS', 'Windows']",Command,Command Execution
1110,T1547,False,Boot or Logon Autostart Execution,"['persistence', 'privilege-escalation']","['Linux', 'macOS', 'Windows']",Process,Process Creation
1111,T1547,False,Boot or Logon Autostart Execution,"['persistence', 'privilege-escalation']","['Linux', 'macOS', 'Windows']",Module,Module Load
1112,T1547,False,Boot or Logon Autostart Execution,"['persistence', 'privilege-escalation']","['Linux', 'macOS', 'Windows']",Kernel,Kernel Module Load
1113,T1547,False,Boot or Logon Autostart Execution,"['persistence', 'privilege-escalation']","['Linux', 'macOS', 'Windows']",Driver,Driver Load
1114,T1547,False,Boot or Logon Autostart Execution,"['persistence', 'privilege-escalation']","['Linux', 'macOS', 'Windows']",Process,OS API Execution
1115,T1546,False,Event Triggered Execution,"['privilege-escalation', 'persistence']","['Linux', 'macOS', 'Windows']",Process,Process Creation
1116,T1546,False,Event Triggered Execution,"['privilege-escalation', 'persistence']","['Linux', 'macOS', 'Windows']",Windows Registry,Windows Registry Key Modification
1117,T1546,False,Event Triggered Execution,"['privilege-escalation', 'persistence']","['Linux', 'macOS', 'Windows']",Command,Command Execution
1118,T1546,False,Event Triggered Execution,"['privilege-escalation', 'persistence']","['Linux', 'macOS', 'Windows']",File,File Creation
1119,T1546,False,Event Triggered Execution,"['privilege-escalation', 'persistence']","['Linux', 'macOS', 'Windows']",File,File Modification
1120,T1546,False,Event Triggered Execution,"['privilege-escalation', 'persistence']","['Linux', 'macOS', 'Windows']",WMI,WMI Creation
1121,T1546,False,Event Triggered Execution,"['privilege-escalation', 'persistence']","['Linux', 'macOS', 'Windows']",File,File Metadata
1122,T1546,False,Event Triggered Execution,"['privilege-escalation', 'persistence']","['Linux', 'macOS', 'Windows']",Module,Module Load
1123,T1098.003,True,Add Office 365 Global Administrator Role,['persistence'],['Office 365'],User Account,User Account Modification
1124,T1098.002,True,Exchange Email Delegate Permissions,['persistence'],"['Windows', 'Office 365']",Application Log,Application Log Content
1125,T1098.002,True,Exchange Email Delegate Permissions,['persistence'],"['Windows', 'Office 365']",Group,Group Modification
1126,T1098.002,True,Exchange Email Delegate Permissions,['persistence'],"['Windows', 'Office 365']",User Account,User Account Modification
1127,T1098.001,True,Additional Cloud Credentials,['persistence'],"['IaaS', 'Azure AD']",User Account,User Account Modification
1128,T1098.001,True,Additional Cloud Credentials,['persistence'],"['IaaS', 'Azure AD']",Active Directory,Active Directory Object Modification
1129,T1543.004,True,Launch Daemon,"['persistence', 'privilege-escalation']",['macOS'],File,File Creation
1130,T1543.004,True,Launch Daemon,"['persistence', 'privilege-escalation']",['macOS'],File,File Modification
1131,T1543.004,True,Launch Daemon,"['persistence', 'privilege-escalation']",['macOS'],Process,Process Creation
1132,T1543.004,True,Launch Daemon,"['persistence', 'privilege-escalation']",['macOS'],Command,Command Execution
1133,T1543.004,True,Launch Daemon,"['persistence', 'privilege-escalation']",['macOS'],Service,Service Creation
1134,T1543.004,True,Launch Daemon,"['persistence', 'privilege-escalation']",['macOS'],Service,Service Modification
1135,T1543.003,True,Windows Service,"['persistence', 'privilege-escalation']",['Windows'],Service,Service Creation
1136,T1543.003,True,Windows Service,"['persistence', 'privilege-escalation']",['Windows'],Service,Service Modification
1137,T1543.003,True,Windows Service,"['persistence', 'privilege-escalation']",['Windows'],Process,Process Creation
1138,T1543.003,True,Windows Service,"['persistence', 'privilege-escalation']",['Windows'],Process,OS API Execution
1139,T1543.003,True,Windows Service,"['persistence', 'privilege-escalation']",['Windows'],Command,Command Execution
1140,T1543.003,True,Windows Service,"['persistence', 'privilege-escalation']",['Windows'],Windows Registry,Windows Registry Key Creation
1141,T1543.003,True,Windows Service,"['persistence', 'privilege-escalation']",['Windows'],Windows Registry,Windows Registry Key Modification
1142,T1543.002,True,Systemd Service,"['persistence', 'privilege-escalation']",['Linux'],File,File Creation
1143,T1543.002,True,Systemd Service,"['persistence', 'privilege-escalation']",['Linux'],File,File Modification
1144,T1543.002,True,Systemd Service,"['persistence', 'privilege-escalation']",['Linux'],Process,Process Creation
1145,T1543.002,True,Systemd Service,"['persistence', 'privilege-escalation']",['Linux'],Command,Command Execution
1146,T1543.002,True,Systemd Service,"['persistence', 'privilege-escalation']",['Linux'],Service,Service Creation
1147,T1543.002,True,Systemd Service,"['persistence', 'privilege-escalation']",['Linux'],Service,Service Modification
1148,T1543.001,True,Launch Agent,"['persistence', 'privilege-escalation']",['macOS'],File,File Creation
1149,T1543.001,True,Launch Agent,"['persistence', 'privilege-escalation']",['macOS'],File,File Modification
1150,T1543.001,True,Launch Agent,"['persistence', 'privilege-escalation']",['macOS'],Command,Command Execution
1151,T1543.001,True,Launch Agent,"['persistence', 'privilege-escalation']",['macOS'],Service,Service Creation
1152,T1543.001,True,Launch Agent,"['persistence', 'privilege-escalation']",['macOS'],Service,Service Modification
1153,T1037.005,True,Startup Items,"['persistence', 'privilege-escalation']",['macOS'],File,File Creation
1154,T1037.005,True,Startup Items,"['persistence', 'privilege-escalation']",['macOS'],File,File Modification
1155,T1037.005,True,Startup Items,"['persistence', 'privilege-escalation']",['macOS'],Process,Process Creation
1156,T1037.005,True,Startup Items,"['persistence', 'privilege-escalation']",['macOS'],Command,Command Execution
1157,T1037.004,True,RC Scripts,"['persistence', 'privilege-escalation']","['macOS', 'Linux']",File,File Creation
1158,T1037.004,True,RC Scripts,"['persistence', 'privilege-escalation']","['macOS', 'Linux']",File,File Modification
1159,T1037.004,True,RC Scripts,"['persistence', 'privilege-escalation']","['macOS', 'Linux']",Process,Process Creation
1160,T1037.004,True,RC Scripts,"['persistence', 'privilege-escalation']","['macOS', 'Linux']",Command,Command Execution
1161,T1055.012,True,Process Hollowing,"['defense-evasion', 'privilege-escalation']",['Windows'],Process,Process Modification
1162,T1055.012,True,Process Hollowing,"['defense-evasion', 'privilege-escalation']",['Windows'],Process,OS API Execution
1163,T1055.012,True,Process Hollowing,"['defense-evasion', 'privilege-escalation']",['Windows'],Process,Process Access
1164,T1055.013,True,Process Doppelgänging,"['defense-evasion', 'privilege-escalation']",['Windows'],Process,OS API Execution
1165,T1055.013,True,Process Doppelgänging,"['defense-evasion', 'privilege-escalation']",['Windows'],File,File Metadata
1166,T1055.011,True,Extra Window Memory Injection,"['defense-evasion', 'privilege-escalation']",['Windows'],Process,OS API Execution
1167,T1055.014,True,VDSO Hijacking,"['defense-evasion', 'privilege-escalation']",['Linux'],Process,OS API Execution
1168,T1055.014,True,VDSO Hijacking,"['defense-evasion', 'privilege-escalation']",['Linux'],Module,Module Load
1169,T1055.009,True,Proc Memory,"['defense-evasion', 'privilege-escalation']",['Linux'],File,File Modification
1170,T1055.008,True,Ptrace System Calls,"['defense-evasion', 'privilege-escalation']",['Linux'],Process,Process Modification
1171,T1055.008,True,Ptrace System Calls,"['defense-evasion', 'privilege-escalation']",['Linux'],Process,OS API Execution
1172,T1055.008,True,Ptrace System Calls,"['defense-evasion', 'privilege-escalation']",['Linux'],Process,Process Access
1173,T1055.005,True,Thread Local Storage,"['defense-evasion', 'privilege-escalation']",['Windows'],Process,Process Modification
1174,T1055.005,True,Thread Local Storage,"['defense-evasion', 'privilege-escalation']",['Windows'],Process,OS API Execution
1175,T1055.005,True,Thread Local Storage,"['defense-evasion', 'privilege-escalation']",['Windows'],Process,Process Access
1176,T1055.004,True,Asynchronous Procedure Call,"['defense-evasion', 'privilege-escalation']",['Windows'],Process,Process Modification
1177,T1055.004,True,Asynchronous Procedure Call,"['defense-evasion', 'privilege-escalation']",['Windows'],Process,OS API Execution
1178,T1055.004,True,Asynchronous Procedure Call,"['defense-evasion', 'privilege-escalation']",['Windows'],Process,Process Access
1179,T1055.003,True,Thread Execution Hijacking,"['defense-evasion', 'privilege-escalation']",['Windows'],Process,Process Modification
1180,T1055.003,True,Thread Execution Hijacking,"['defense-evasion', 'privilege-escalation']",['Windows'],Process,OS API Execution
1181,T1055.003,True,Thread Execution Hijacking,"['defense-evasion', 'privilege-escalation']",['Windows'],Process,Process Access
1182,T1055.002,True,Portable Executable Injection,"['defense-evasion', 'privilege-escalation']",['Windows'],Process,Process Modification
